1
100
0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
0.25	0	1
