1
100
(-0.99951628229199163122586924146162,0)
(-0.998065597133601545287717726751,0)
(-0.99564934796902970770560159508022,0)
(-0.992269872363296001616106423171,0)
(-0.98793043974078265101468332431978,0)
(-0.98263524822231207433986810428905,0)
(-0.97638942056365440880227879461017,0)
(-0.96919899919954610734151856377139,0)
(-0.96107094039127782814091460750205,0)
(-0.95201310755097778848465850387583,0)
(-0.9420342634626897027061431799666,0)
(-0.93114406209393307811694739939412,0)
(-0.91935303897909326220627690418041,0)
(-0.90667260117396641927456357734627,0)
(-0.89311501618361122112332850520033,0)
(-0.87869340009687646464442423166474,0)
(-0.8634217049016127409899468148069,0)
(-0.84731470507926298640910545145744,0)
(-0.83038798245083089710760759771802,0)
(-0.7941416502172821134664104647527,0)
(-0.77485710713012323491710731104831,0)
(-0.81265791441990908872128329676343,0)
(-0.75482293923439069960323877239716,0)
(-0.73405852888344347295657144059078,0)
(-0.71258396434431059418557197204791,0)
(-0.69042002096297516722245291020954,0)
(0.99951628039989903751205702064908,0)
(0.99806558978503567836071397323394,0)
(0.99226984217096825258153103277436,0)
(0.9826351756520687041884798418323,0)
(0.98793048435147501340480857834336,0)
(0.99564937260280639286236237239791,0)
(-0.66758814165193047784896407392807,0)
(0.97638949279474218645447081144084,0)
(-0.64411040879445791151880484903813,0)
(0.96919896112952819144936711381888,0)
(-0.62000954523746865110211956562125,0)
(0.94203426310377447183697086074972,0)
(0.96107094928740433026348455314292,0)
(-0.59530884225612223925594435058883,0)
(0.93114406240015945570576150203124,0)
(0.9066726011940055007798378028383,0)
(-0.5442041570121507465529475666699,0)
(0.9193530388165321864946122332185,0)
(0.95201310745614031727512838187977,0)
(-0.5178496052014212036596063626348,0)
(-0.49099405350865737984733527810022,0)
(0.89311501616064270514527834166074,0)
(-0.46366347461241619321015150489984,0)
(0.87869340016983055186017281812383,0)
(0.86342170472138513037663187787984,0)
(-0.43588419481513657194327038268966,0)
(0.84731470507128969771315496473107,0)
(0.75482293924966170628465533809504,0)
(-0.40768492130788930305484996097221,0)
(0.83038798237824873460510843869997,0)
(0.77485710701026577762462466125726,0)
(0.73405852899959300739141099256813,0)
(0.7125839646403510085903576509736,0)
(-0.26132603059855713523162989986304,0)
(-0.23117840011101006836291560375685,0)
(-0.2008105209997175233382904480095,0)
(0.79414164887866423025997164586443,0)
(-0.379089805451328309970904228976,0)
(0.69042002183331774300967254021089,0)
(-0.29119093079094909848336669710989,0)
(-0.17026793748784510573734962690651,0)
(0.66758814591618653722093768010382,0)
(0.64411039867697028604709430510411,0)
(-0.10872473658476057567501271705623,0)
(0.49099405664414552674656988529023,0)
(0.46366348249828936989302974325255,0)
(0.51784960496439247368272162930225,0)
(0.17026787250503430670711679795204,0)
(0.2008105016320053670675349621888,0)
(0.10872472621340427412217621849777,0)
(-0.35011237264755978859653851031908,0)
(0.54420414560655883118300835121772,0)
(0.62000953804359404397672506092931,0)
(0.23117837947383226837594349944993,0)
