1
100
(0.43588422165797940932563392379961,0)
(-0.077787300389159930169569179270184,0)
(0.077787343059228714059472054032085,0)
(0.26132597655762984656391267890285,0)
(0.40768482925668786398532006387541,0)
(0.37908988698531925765067285283294,0)
(-0.046242947883095311678580685565976,0)
(0.046242633576449143628650517712231,0)
(0.29119116965091190740722026930598,0)
(0.81265791566845246851613637772971,0)
(0.59530886909370650528217083774507,0)
(0.35011244185247530902316270839947,0)
(0.016165223164645817210960387910745,0)
(-0.016164995383649943122561509767365,0)
(-0.32085392894983272293885079307074,0)
(-0.5700323234478065215213860028598,0)
(0.32085367893096372604588850663276,0)
(0.57003231406850263240926324215252,0)
(-0.13943146214583101993866876000538,0)
(0.13943159635434407284115820857551,0)
0.00008815889103391089890587872801575
-0.0000034480547430278545874542811544572
0.00011155594880300459981626454153414
0.00037001361542052881069622682908005
0.00055025232656226029555324164022068
0.00063911707296268930288130061256879
0.00083817048741241539401569671241532
0.0012168813299641052533967000570669
0.0016001811542140503830111697425309
0.001866714076952205895662539880675
0.0021470469376972446153006846003564
0.0025960883050273261818396974831558
0.0031328081727258205724240269773873
0.0035804131294261327435324293588792
0.0039596877778823660887219659798575
0.0044437798269982842214176343986765
0.0050630206889226590447061759903136
0.0056582026556194634295260392775617
0.0061482254424920761842754401982347
0.0072919561464949191054163435410373
0.0079703210788237589812244010545328
0.0066559297802358209292239443755079
0.008557310445053525546632577913897
0.0090897410165224016426188669015573
0.0096996987037184460161975962932956
0.010387770108667626275944506630822
0.000053221987225471900921809631501702
0.00003490588068882836101942263029585
0.00034116763046901263075130761315279
0.00065421313892794874089026135877134
0.00051006729647046385438952098567711
0.00014402854738502647688642988033081
0.011027418176327652768464737675913
0.00088244744104458146087555103775912
0.011577951944936881734093958584708
0.0012173456971880127191337761516365
0.012141138739561083484397308041025
0.0021833540281719276618388470012633
0.0015572471437698904087043594302031
0.012779000976271414832807771233547
0.002623745216424099371832490135148
0.0035446531620750318207491158517541
0.013953390674762618586801643516537
0.0031072435459995866730009694833825
0.0018513358419710477468372866738378
0.014456347250138846735612041527475
0.015005001311462432683763168483893
0.0039718683654660375675904404602079
0.01557187160746973178526708636582
0.00448272470993422988971843778927
0.0050649920872693730833358216614215
0.016067363481326618623867830137897
0.0056212146776783928139864521256186
0.0085258692219318341770639690935241
0.01649191816964807114076485561327
0.0061332173229269463035628895397622
0.0079501620337783518444041419570567
0.0090979090739930924131018130651682
0.0097325863891956111706438292685561
0.01841885762922986641276779096188
0.01874122820811084666470236470559
0.019033338155165016591929827427521
0.0073172091818074535066185326570576
0.016926244768530353951296874015497
0.010391677248098569671941326930664
0.01811866755854241520240499596639
0.019236980702735457376961747399946
0.010997505548776563555346541534163
0.011563696929184248685107405663075
0.019552301402395281387791570182344
0.015030394352427112539261067070129
0.015576137049759773006707419540362
0.014461056135828192353853793861163
0.019222223965338562645666087291829
0.019034649816961332624565272908512
0.019564455727240220861418151798716
0.01738594146848093310864236116231
0.013928008502946233673758236193407
0.012164441874011899108465328822604
0.0187580782421549949190442418967
0.016045259716454696868881413251984
0.01970680260121234622650021606205
0.019713892630637733227594310392305
0.018422609941606046118911521602968
0.016480535524039285205644134180147
0.016942816731463184592998416633236
0.019781285499576750641637090666336
0.019771261870488929246469922418328
0.018101159389969721791313617131891
0.0066862655318831879305840892868673
0.012800657323327656322842216241042
0.017401781970325044118785839941665
0.01976924312892510207650964559889
0.019777857480583079657909806314819
0.017794344489868413328181873112044
0.013410660592221056511275101286174
0.017784312861383010095917001081034
0.013396250156927988136934537521938
0.019389097815063184582218269724763
0.019384290439537526368196651560538
0	1
0.5	1
