
Date:2/2/2010
Time:11:59:48
Output format: Text
Calculations precision: 64

Initial Quadrature
Quadrature Nodes
(0.9995162823,0.0000000000)
(0.9980655971,0.0000000000)
(0.9956493480,0.0000000000)
(0.9922698724,0.0000000000)
(0.9879304397,0.0000000000)
(0.9826352482,0.0000000000)
(0.9763894206,0.0000000000)
(0.9691989992,0.0000000000)
(0.9610709404,0.0000000000)
(0.9520131075,0.0000000000)
(0.9420342635,0.0000000000)
(0.9311440621,0.0000000000)
(0.9193530390,0.0000000000)
(0.9066726012,0.0000000000)
(0.8931150162,0.0000000000)
(0.8786934001,0.0000000000)
(0.8634217049,0.0000000000)
(0.8473147050,0.0000000000)
(0.8303879828,0.0000000000)
(0.8126579138,0.0000000000)
(0.7941416508,0.0000000000)
(0.7748571071,0.0000000000)
(0.7548229392,0.0000000000)
(0.7340585288,0.0000000000)
(0.7125839641,0.0000000000)
(0.6904200206,0.0000000000)
(0.6675881402,0.0000000000)
(0.6441104115,0.0000000000)
(0.6200095475,0.0000000000)
(0.5953088643,0.0000000000)
(0.5700322582,0.0000000000)
(0.5442041828,0.0000000000)
(0.5178496249,0.0000000000)
(0.4909940810,0.0000000000)
(0.4636635320,0.0000000000)
(0.4358844185,0.0000000000)
(0.4076836149,0.0000000000)
(0.3790884038,0.0000000000)
(0.3501264492,0.0000000000)
(0.3208257698,0.0000000000)
(0.2912147122,0.0000000000)
(0.2613219232,0.0000000000)
(0.2311763221,0.0000000000)
(0.2008070729,0.0000000000)
(0.1702435557,0.0000000000)
(0.1395153389,0.0000000000)
(0.1086521501,0.0000000000)
(0.07768384729,0.0000000000)
(0.04664039039,0.0000000000)
(0.01555181192,0.0000000000)
(-0.01555181192,0.0000000000)
(-0.04664039039,0.0000000000)
(-0.07768384729,0.0000000000)
(-0.1086521501,0.0000000000)
(-0.1395153389,0.0000000000)
(-0.1702435557,0.0000000000)
(-0.2008070729,0.0000000000)
(-0.2311763221,0.0000000000)
(-0.2613219232,0.0000000000)
(-0.2912147122,0.0000000000)
(-0.3208257698,0.0000000000)
(-0.3501264492,0.0000000000)
(-0.3790884038,0.0000000000)
(-0.4076836149,0.0000000000)
(-0.4358844185,0.0000000000)
(-0.4636635320,0.0000000000)
(-0.4909940810,0.0000000000)
(-0.5178496249,0.0000000000)
(-0.5442041828,0.0000000000)
(-0.5700322582,0.0000000000)
(-0.5953088643,0.0000000000)
(-0.6200095475,0.0000000000)
(-0.6441104115,0.0000000000)
(-0.6675881402,0.0000000000)
(-0.6904200206,0.0000000000)
(-0.7125839641,0.0000000000)
(-0.7340585288,0.0000000000)
(-0.7548229392,0.0000000000)
(-0.7748571071,0.0000000000)
(-0.7941416508,0.0000000000)
(-0.8126579138,0.0000000000)
(-0.8303879828,0.0000000000)
(-0.8473147050,0.0000000000)
(-0.8634217049,0.0000000000)
(-0.8786934001,0.0000000000)
(-0.8931150162,0.0000000000)
(-0.9066726012,0.0000000000)
(-0.9193530390,0.0000000000)
(-0.9311440621,0.0000000000)
(-0.9420342635,0.0000000000)
(-0.9520131075,0.0000000000)
(-0.9610709404,0.0000000000)
(-0.9691989992,0.0000000000)
(-0.9763894206,0.0000000000)
(-0.9826352482,0.0000000000)
(-0.9879304397,0.0000000000)
(-0.9922698724,0.0000000000)
(-0.9956493480,0.0000000000)
(-0.9980655971,0.0000000000)
(-0.9995162823,0.0000000000)
Quadrature Weights
1.915250363e-005
7.653591720e-005
0.0001719282354
0.0003049604040
0.0004751177472
0.0006817419594
0.0009240336517
0.001201055445
0.001511735594
0.001854872140
0.002229137553
0.002633083874
0.003065148311
0.003523659293
0.004006842928
0.004512829874
0.005039662565
0.005585302787
0.006147639566
0.006724497329
0.007313644325
0.007912801259
0.008519650109
0.009131843096
0.009747011763
0.01036277614
0.01097675396
0.01158656986
0.01218986458
0.01278430408
0.01336758861
0.01393746153
0.01449171814
0.01502821411
0.01554487384
0.01603969849
0.01651077367
0.01695627687
0.01737448455
0.01776377872
0.01812265329
0.01844971985
