
Date:16/4/2009
Time:16:59:13
Output format: Text
Calculations precision: 64

Final Solution for interval [0.000000,4.10000] with step = 0.100000
0.000000	0.100000	0.200000	0.300000	0.400000	0.500000	0.600000	0.700000	0.800000	0.900000	1.00000	1.10000	1.20000	1.30000	1.40000	1.50000	1.60000	1.70000	1.80000	1.90000	2.00000	2.10000	2.20000	2.30000	2.40000	2.50000	2.60000	2.70000	2.80000	2.90000	3.00000	3.10000	3.20000	3.30000	3.40000	3.50000	3.60000	3.70000	3.80000	3.90000	4.00000	
-0.0570222	-0.0569795	-0.0568491	-0.0566284	-0.0563149	-0.0559065	-0.0554018	-0.0547996	-0.0540998	-0.0533025	-0.0524087	-0.0514203	-0.0503398	-0.0491706	-0.0479169	-0.0465838	-0.0451772	-0.0437036	-0.0421705	-0.0405857	-0.0389578	-0.0372955	-0.0356080	-0.0339047	-0.0321948	-0.0304873	-0.0287913	-0.0271151	-0.0254666	-0.0238532	-0.0222814	-0.0207570	-0.0192852	-0.0178700	-0.0165148	-0.0152223	-0.0139942	-0.0128315	-0.0117347	-0.0107036	-0.00973733
0.0570222	0.0570228	0.0570267	0.0570373	0.0570582	0.0570931	0.0571457	0.0572199	0.0573196	0.0574489	0.0576118	0.0578125	0.0580552	0.0583442	0.0586838	0.0590783	0.0595320	0.0600494	0.0606347	0.0612922	0.0620263	0.0628412	0.0637411	0.0647301	0.0658123	0.0669919	0.0682726	0.0696585	0.0711535	0.0727612	0.0744857	0.0763307	0.0783002	0.0803983	0.0826291	0.0849973	0.0875079	0.0901663	0.0929789	0.0959526	0.0990961
-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570224	-0.0570225	-0.0570228	-0.0570232	-0.0570239	-0.0570250	-0.0570266	-0.0570288	-0.0570320	-0.0570363	-0.0570422	-0.0570500	-0.0570603	-0.0570736	-0.0570905	-0.0571119	-0.0571387	-0.0571719	-0.0572128	-0.0572627	-0.0573232	-0.0573960	-0.0574832	-0.0575871	-0.0577102	-0.0578553	-0.0580257	-0.0582251	-0.0584575	-0.0587276	-0.0590406	-0.0594024	-0.0598197
0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570221	0.0570219	0.0570217	0.0570213	0.0570207	0.0570199	0.0570186	0.0570168	0.0570142	0.0570108	0.0570062	0.0570002	0.0569923	0.0569821	0.0569692	0.0569529	0.0569325	0.0569073	0.0568763	0.0568385	0.0567927	0.0567376	0.0566716	0.0565930	0.0565000	0.0563904	0.0562619	0.0561117	0.0559370	0.0557346	0.0555009	0.0552320
-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570221	-0.0570221	-0.0570220	-0.0570218	-0.0570216	-0.0570214	-0.0570210	-0.0570206	-0.0570200	-0.0570192	-0.0570182	-0.0570169	-0.0570152	-0.0570131	-0.0570105	-0.0570071	-0.0570030	-0.0569980	-0.0569917	-0.0569842	-0.0569749	-0.0569638
0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570223	0.0570223	0.0570223	0.0570223	0.0570223	0.0570223	0.0570223	0.0570223	0.0570223	0.0570224	0.0570224	0.0570225	0.0570226	0.0570227	0.0570229	0.0570231	0.0570235	0.0570239	0.0570245	0.0570252	0.0570261	0.0570273	0.0570288	0.0570307	0.0570331	0.0570361
-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570223	-0.0570224
0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222
-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222	-0.0570222
0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222	0.0570222
