2
100
0.615099820540249	1
0.148148148148148	0.634900179459751	1
-0.0570222488088519	0.148148148148148	-0.273789068348639	1
0.0570222488088519	0.148148148148148	0.447400179459751	1
-0.0570222488088519	0.148148148148148	-0.34490017945975	1
0.0570222488088519	0.148148148148148	0.412677957237528	1
-0.0570222488088519	0.148148148148148	-0.364492016194444	1
0.0570222488088519	0.148148148148148	0.400525179459751	1
-0.0570222488088519	0.148148148148148	-0.372554500447405	1
0.0570222488088519	0.148148148148148	0.394900179459751	1
-0.0570222488088519	0.148148148148148	-0.376635716649833	1
0.0570222488088519	0.148148148148148	0.391844623904195	1
-0.0570222488088519	0.148148148148148	-0.378983019696437	1
0.0570222488088519	0.148148148148148	0.390002220276077	1
-0.0570222488088519	0.148148148148148	-0.380455735015306	1
0.0570222488088519	0.148148148148148	0.388806429459751	1
-0.0570222488088519	0.148148148148148	-0.381439971847294	1
0.0570222488088519	0.148148148148148	0.387986599212837	1
-0.0570222488088519	0.148148148148148	-0.382130096357257	1
0.0570222488088519	0.148148148148148	0.387400179459751	1
-0.0570222488088519	0.148148148148148	-0.382632605763605	1
0.0570222488088519	0.148148148148148	0.38696629516223	1
-0.0570222488088519	0.148148148148148	-0.383009820291509	1
0.0570222488088519	0.148148148148148	0.386636290570862	1
-0.0570222488088519	0.148148148148148	-0.383300179459751	1
0.0570222488088519	0.148148148148148	0.386379469400579	1
-0.0570222488088519	0.148148148148148	-0.383528437347268	1
0.0570222488088519	0.148148148148148	0.386175689663832	1
-0.0570222488088519	0.148148148148148	-0.383711118817658	1
0.0570222488088519	0.148148148148148	0.386011290570862	1
-0.0570222488088519	0.148148148148148	-0.383859596733424	1
0.0570222488088519	0.148148148148148	0.385876741959751	1
-0.0570222488088519	0.148148148148148	-0.383981905814204	1
0.0570222488088519	0.148148148148148	0.385765231362865	1
-0.0570222488088519	0.148148148148148	-0.384083852929138	1
0.0570222488088519	0.148148148148148	0.385671784398022	1
-0.0570222488088519	0.148148148148148	-0.384169719269831	1
0.0570222488088519	0.148148148148148	0.385592700235374	1
-0.0570222488088519	0.148148148148148	-0.384242717263827	1
0.0570222488088519	0.148148148148148	0.385525179459751	1
-0.0570222488088519	0.148148148148148	-0.38430529546213	1
0.0570222488088519	0.148148148148148	0.385467072883787	1
-0.0570222488088519	0.148148148148148	-0.384359346577111	1
0.0570222488088519	0.148148148148148	0.38541670838537	1
-0.0570222488088519	0.148148148148148	-0.384406352299257	1
0.0570222488088519	0.148148148148148	0.385372769251811	1
-0.0570222488088519	0.148148148148148	-0.384447485933268	1
0.0570222488088519	0.148148148148148	0.385334207237528	1
-0.0570222488088519	0.148148148148148	-0.384483686331887	1
0.0570222488088519	0.148148148148148	0.385300179459751	1
-0.0570222488088519	0.148148148148148	-0.384515711947255	1
0.0570222488088519	0.148148148148148	0.385270001944958	1
-0.0570222488088519	0.148148148148148	-0.384544180883745	1
0.0570222488088519	0.148148148148148	0.385243114987871	1
-0.0570222488088519	0.148148148148148	-0.384569600947354	1
0.0570222488088519	0.148148148148148	0.385219057010771	1
-0.0570222488088519	0.148148148148148	-0.384592392448362	1
0.0570222488088519	0.148148148148148	0.385197444620274	1
-0.0570222488088519	0.148148148148148	-0.384612905687846	1
0.0570222488088519	0.148148148148148	0.385177957237528	1
-0.0570222488088519	0.148148148148148	-0.384631434498719	1
0.0570222488088519	0.148148148148148	0.385160325141332	1
-0.0570222488088519	0.148148148148148	-0.384648226826846	1
0.0570222488088519	0.148148148148148	0.385144320084751	1
-0.0570222488088519	0.148148148148148	-0.384663493069218	1
0.0570222488088519	0.148148148148148	0.385129747871137	1
-0.0570222488088519	0.148148148148148	-0.384677412696552	1
0.0570222488088519	0.148148148148148	0.385116442435529	1
-0.0570222488088519	0.148148148148148	-0.384690139552168	1
0.0570222488088519	0.148148148148148	0.385104261092404	1
-0.0570222488088519	0.148148148148148	-0.384701806121127	1
0.0570222488088519	0.148148148148148	0.385093080694318	1
-0.0570222488088519	0.148148148148148	-0.384712526992121	1
0.0570222488088519	0.148148148148148	0.38508279450723	1
-0.0570222488088519	0.148148148148148	-0.384722401681973	1
0.0570222488088519	0.148148148148148	0.385073309653656	1
-0.0570222488088519	0.148148148148148	-0.384731516953426	1
0.0570222488088519	0.148148148148148	0.385064545008731	1
-0.0570222488088519	0.148148148148148	-0.384739948727496	1
0.0570222488088519	0.148148148148148	0.38505642945975	1
-0.0570222488088519	0.148148148148148	-0.384747763669475	1
0.0570222488088519	0.148148148148148	0.385048900459156	1
-0.0570222488088519	0.148148148148148	-0.384755020510701	1
0.0570222488088519	0.148148148148148	0.38504190281576	1
-0.0570222488088519	0.148148148148148	-0.384761771155252	1
0.0570222488088519	0.148148148148148	0.38503538768041	1
-0.0570222488088519	0.148148148148148	-0.384768061610629	1
0.0570222488088519	0.148148148148148	0.385029311691155	1
-0.0570222488088519	0.148148148148148	-0.384773932773726	1
0.0570222488088519	0.148148148148148	0.385023636249874	1
-0.0570222488088519	0.148148148148148	-0.384779421097234	1
0.0570222488088519	0.148148148148148	0.385018326907766	1
-0.0570222488088519	0.148148148148148	-0.384784559156825	1
0.0570222488088519	0.148148148148148	0.385013352841371	1
-0.0570222488088519	0.148148148148148	-0.384789376135651	1
0.0570222488088519	0.148148148148148	0.385008686404195	1
-0.0570222488088519	0.148148148148148	-0.384793898239642	1
0.0570222488088519	0.148148148148148	0.385004302741716	1
-0.0570222488088519	0.148148148148148	-0.38479814905469	1
0.0570222488088519	0.148148148148148	0.385000179459751	1
